frame_index,class,p10,p11,p20,p21
11790,4,934,517,961,547
11791,0,988,603,1015,632
11791,1,1047,554,1076,582
11791,2,1000,586,1025,619
11791,3,938,511,961,538
11791,4,934,517,961,547
11792,0,988,603,1015,632
11792,1,1047,554,1076,582
11792,2,1000,586,1025,619
11792,3,938,511,961,538
11792,4,934,517,961,547
11793,0,988,603,1015,632
11793,1,1047,554,1076,582
11793,2,1000,586,1025,619
11793,3,938,511,961,538
11793,4,933,517,960,547
11794,0,988,603,1015,632
11794,1,1047,554,1076,582
11794,2,1000,586,1025,619
11794,3,938,511,961,538
11794,4,933,517,960,547
11795,0,988,603,1015,632
11795,1,1047,554,1076,582
11795,2,1000,586,1025,619
11795,3,938,511,961,538
11795,4,933,516,960,546
11796,0,988,603,1015,632
11796,1,1047,554,1076,582
11796,2,1000,586,1025,619
11796,3,938,511,961,538
11796,4,933,516,960,546
11797,0,988,603,1015,632
11797,1,1047,554,1076,582
11797,2,1000,586,1025,619
11797,3,938,511,961,538
11797,4,933,516,960,546
11798,0,988,603,1015,632
11798,1,1047,554,1076,582
11798,2,1000,586,1025,619
11798,3,938,511,961,538
11798,4,933,516,960,546
11799,0,988,603,1015,632
11799,1,1047,554,1076,582
11799,2,1000,586,1025,619
11799,3,937,511,960,538
11799,4,933,516,960,546
11800,0,988,603,1015,632
11800,1,1047,554,1076,582
11800,2,1000,586,1025,619
11800,3,937,510,960,537
11800,4,933,516,960,546
11801,0,988,603,1015,632
11801,1,1047,554,1076,582
11801,2,1000,586,1025,619
11801,3,937,510,960,537
11801,4,933,516,960,546
11802,0,988,603,1015,632
11802,1,1047,554,1076,582
11802,2,1000,586,1025,619
11802,3,937,510,960,537
11802,4,933,516,960,546
11803,0,988,603,1015,632
11803,1,1047,554,1076,582
11803,2,1000,586,1025,619
11803,3,937,510,960,537
11803,4,933,516,960,546
11804,0,988,603,1015,632
11804,1,1048,554,1077,582
11804,2,1000,586,1025,619
11804,3,937,510,960,537
11804,4,933,516,960,546
11805,0,988,603,1015,632
11805,1,1048,554,1077,582
11805,2,1000,586,1025,619
11805,3,937,510,960,537
11805,4,933,516,960,546
11806,0,988,603,1015,632
11806,1,1048,554,1077,582
11806,2,1000,586,1025,619
11806,3,937,510,960,537
11806,4,933,516,960,546
11807,0,988,603,1015,632
11807,1,1048,554,1077,582
11807,2,1000,586,1025,619
11807,3,937,510,960,537
11807,4,933,516,960,546
11808,0,988,603,1015,632
11808,1,1048,554,1077,582
11808,2,1000,586,1025,619
11808,3,937,510,960,537
11808,4,933,516,960,546
11809,0,988,603,1015,632
11809,1,1048,554,1077,582
11809,2,1000,586,1025,619
11809,3,937,510,960,537
11809,4,933,516,960,546
11810,0,988,603,1015,632
11810,1,1048,554,1077,582
11810,2,1000,586,1025,619
11810,3,937,510,960,537
11810,4,933,516,960,546
11811,0,988,603,1015,632
11811,1,1048,554,1077,582
11811,2,1000,586,1025,619
11811,3,937,510,960,537
11811,4,933,516,960,546
11812,0,988,603,1015,632
11812,1,1048,554,1077,582
11812,2,1000,586,1025,619
11812,3,937,510,960,537
11812,4,933,516,960,546
11813,0,988,603,1015,632
11813,1,1048,554,1077,582
11813,2,1000,586,1025,619
11813,3,937,510,960,537
11813,4,933,516,960,546
11814,0,988,603,1015,632
11814,1,1048,554,1077,582
11814,2,1000,586,1025,619
11814,3,937,510,960,537
11814,4,933,516,960,546
11815,0,988,603,1015,632
11815,1,1048,554,1077,582
11815,2,1000,586,1025,619
11815,3,937,510,960,537
11815,4,933,516,960,546
11816,0,988,603,1015,632
11816,1,1048,554,1077,582
11816,2,1000,586,1025,619
11816,3,937,510,960,537
11816,4,933,516,960,546
11817,0,988,603,1015,632
11817,1,1048,554,1077,582
11817,2,1000,586,1025,619
11817,3,937,510,960,537
11817,4,933,516,960,546
11818,0,988,603,1015,632
11818,1,1048,554,1077,582
11818,2,1000,586,1025,619
11818,3,937,510,960,537
11818,4,933,516,960,546
11819,0,988,603,1015,632
11819,1,1048,554,1077,582
11819,2,1000,586,1025,619
11819,3,937,510,960,537
11819,4,933,516,960,546
11820,0,988,603,1015,632
11820,1,1048,554,1077,582
11820,2,1000,586,1025,619
11820,3,937,510,960,537
11820,4,933,516,960,546
11821,0,988,603,1015,632
11821,1,1048,554,1077,582
11821,2,1000,586,1025,619
11821,3,937,509,960,536
11821,4,933,516,960,546
11822,0,988,603,1015,632
11822,1,1048,554,1077,582
11822,2,1000,586,1025,619
11822,3,936,509,959,536
11822,4,932,516,959,546
11823,0,988,603,1015,632
11823,1,1048,554,1077,582
11823,2,1000,586,1025,619
11823,3,936,509,959,536
11823,4,932,516,959,546
11824,0,988,604,1015,632
11824,1,1048,554,1077,582
11824,2,1000,586,1025,619
11824,3,936,509,959,536
11824,4,932,516,959,546
11825,0,988,604,1015,632
11825,1,1048,554,1077,582
11825,2,1000,586,1025,619
11825,3,936,509,959,536
11825,4,932,516,959,546
11826,0,988,604,1015,632
11826,1,1048,554,1077,582
11826,2,1000,586,1025,619
11826,3,936,509,959,536
11826,4,932,515,959,545
11827,0,988,604,1015,632
11827,1,1048,554,1077,582
11827,2,1000,586,1025,619
11827,3,936,509,959,536
11827,4,932,515,959,545
11828,0,988,604,1015,632
11828,1,1048,554,1077,582
11828,2,1000,586,1025,619
11828,3,936,509,959,536
11828,4,932,515,959,545
11829,0,988,604,1015,632
11829,1,1048,554,1077,582
11829,2,1000,586,1025,619
11829,3,936,509,959,536
11829,4,932,515,959,545
11830,0,988,604,1015,632
11830,1,1048,554,1077,582
11830,2,1000,586,1025,619
11830,3,936,509,959,536
11830,4,932,515,959,545
11831,0,988,604,1015,632
11831,1,1048,554,1077,582
11831,2,1000,586,1025,619
11831,3,936,509,959,536
11831,4,932,515,959,545
11832,0,988,604,1015,632
11832,1,1048,554,1077,582
11832,2,1000,586,1025,619
11832,3,936,509,959,536
11832,4,932,515,959,545
11833,0,988,604,1015,632
11833,1,1048,554,1077,582
11833,2,1000,586,1025,619
11833,3,936,509,959,536
11833,4,932,515,959,545
11834,0,988,604,1015,632
11834,1,1048,554,1077,582
11834,2,1000,586,1025,619
11834,3,936,509,959,536
11834,4,932,515,959,545
11835,0,988,604,1015,632
11835,1,1048,554,1077,582
11835,2,1000,586,1025,619
11835,3,936,509,959,536
11835,4,932,515,959,545
11836,0,988,604,1015,632
11836,1,1048,554,1077,582
11836,2,1000,586,1025,619
11836,3,936,509,959,536
11836,4,932,515,959,545
11837,0,988,604,1015,632
11837,1,1048,554,1077,582
11837,2,1000,586,1025,619
11837,3,936,509,959,536
11837,4,932,515,959,545
11838,0,988,604,1015,632
11838,1,1048,554,1077,582
11838,2,1000,586,1025,619
11838,3,936,509,959,536
11838,4,932,515,959,545
11839,0,988,604,1015,632
11839,1,1048,554,1077,582
11839,2,1000,586,1025,619
11839,3,936,509,959,536
11839,4,932,515,959,545
11840,0,988,604,1015,632
11840,1,1048,554,1077,582
11840,2,1000,586,1025,619
11840,3,936,509,959,536
11840,4,932,515,959,545
11841,0,988,604,1015,632
11841,1,1048,554,1077,582
11841,2,1000,586,1025,619
11841,3,936,508,959,535
11841,4,932,515,959,545
11842,0,988,604,1015,632
11842,1,1048,554,1077,582
11842,2,1000,586,1025,619
11842,3,936,508,959,535
11842,4,932,515,959,545
11843,0,988,604,1015,632
11843,1,1048,554,1077,582
11843,2,1000,586,1025,619
11843,3,936,508,959,535
11843,4,932,515,959,545
11844,0,988,604,1015,632
11844,1,1048,554,1077,582
11844,2,1000,586,1025,619
11844,3,936,508,959,535
11844,4,932,515,959,545
11845,0,988,604,1015,632
11845,1,1048,554,1077,582
11845,2,1000,586,1025,619
11845,3,936,508,959,535
11845,4,932,515,959,545
11846,0,988,604,1015,632
11846,1,1048,554,1077,582
11846,2,1000,586,1025,619
11846,3,935,508,958,535
11846,4,932,515,959,545
11847,0,988,604,1015,632
11847,1,1048,554,1077,582
11847,2,1000,586,1025,619
11847,3,935,508,958,535
11847,4,932,515,959,545
11848,0,988,604,1015,632
11848,1,1048,554,1077,582
11848,2,1000,586,1025,619
11848,3,935,508,958,535
11848,4,932,515,959,545
11849,0,988,604,1015,632
11849,1,1048,554,1077,582
11849,2,1000,586,1025,619
11849,3,935,508,958,535
11849,4,932,515,959,545
11850,0,988,604,1015,632
11850,1,1048,554,1077,582
11850,2,1000,586,1025,619
11850,3,935,508,958,535
11850,4,931,515,958,545
11851,0,988,604,1015,632
11851,1,1048,554,1077,582
11851,2,1000,586,1025,619
11851,3,935,508,958,535
11851,4,931,515,958,545
11852,0,988,604,1015,632
11852,1,1048,554,1077,582
11852,2,1000,586,1025,619
11852,3,935,508,958,535
11852,4,931,515,958,545
11853,0,988,604,1015,632
11853,1,1048,554,1077,582
11853,2,1000,586,1025,619
11853,3,935,508,958,535
11853,4,931,515,958,545
11854,0,988,604,1015,632
11854,1,1048,554,1077,582
11854,2,1000,586,1025,619
11854,3,935,508,958,535
11854,4,931,515,958,545
11855,0,988,604,1015,632
11855,1,1048,554,1077,582
11855,2,1000,586,1025,619
11855,3,935,508,958,535
11855,4,931,515,958,545
11856,0,988,604,1015,632
11856,1,1048,554,1077,582
11856,2,1000,586,1025,619
11856,3,935,508,958,535
11856,4,931,515,958,545
11857,0,988,604,1015,632
11857,1,1048,554,1077,582
11857,2,1000,586,1025,619
11857,3,935,508,958,535
11857,4,931,515,958,545
11858,0,988,604,1015,632
11858,1,1048,554,1077,582
11858,2,1000,586,1025,619
11858,3,935,509,958,535
11858,4,931,514,958,544
11859,0,988,604,1015,632
11859,1,1048,554,1077,582
11859,2,1000,586,1025,619
11859,3,935,509,958,535
11859,4,931,514,958,544
11860,0,988,604,1015,632
11860,1,1048,554,1077,582
11860,2,1000,586,1025,619
11860,3,935,509,958,535
11860,4,931,514,958,544
11861,0,988,604,1015,632
11861,1,1048,554,1077,582
11861,2,1000,586,1025,619
11861,3,935,509,958,535
11861,4,931,514,958,544
11862,0,988,604,1015,632
11862,1,1048,554,1077,582
11862,2,1000,586,1025,619
11862,3,935,508,958,534
11862,4,931,514,958,544
11863,0,988,604,1015,632
11863,1,1048,554,1077,582
11863,2,1000,586,1025,619
11863,3,935,508,958,534
11863,4,931,514,958,544
11864,0,988,604,1015,632
11864,1,1048,554,1077,582
11864,2,1000,586,1025,619
11864,3,935,508,958,534
11864,4,931,514,958,544
11865,0,988,604,1015,632
11865,1,1048,554,1077,582
11865,2,1000,586,1025,619
11865,3,935,508,958,534
11865,4,931,514,958,544
11866,0,988,604,1015,632
11866,1,1048,554,1077,582
11866,2,1000,586,1025,619
11866,3,935,508,958,534
11866,4,931,514,958,544
11867,0,988,604,1015,632
11867,1,1048,554,1077,582
11867,2,1000,586,1025,619
11867,3,935,508,958,534
11867,4,931,514,958,544
11868,0,988,604,1015,632
11868,1,1048,554,1077,582
11868,2,1000,586,1025,619
11868,3,935,508,958,534
11868,4,931,514,958,544
11869,0,988,604,1015,632
11869,1,1048,554,1077,582
11869,2,1000,586,1025,619
11869,3,935,508,958,534
11869,4,931,514,958,544
11870,0,988,604,1015,632
11870,1,1048,554,1077,582
11870,2,1000,586,1025,619
11870,3,934,508,957,534
11870,4,931,514,958,544
11871,0,988,604,1015,632
11871,1,1048,554,1077,582
11871,2,1000,586,1025,619
11871,3,934,508,957,534
11871,4,931,514,958,544
11872,0,988,604,1015,632
11872,1,1048,554,1077,582
11872,2,1000,586,1025,619
11872,3,934,508,957,534
11872,4,931,514,958,544
11873,0,988,604,1015,632
11873,1,1048,554,1077,582
11873,2,1000,586,1025,619
11873,3,934,508,957,534
11873,4,931,514,958,544
11874,0,988,604,1015,632
11874,1,1049,554,1078,582
11874,2,1000,586,1025,619
11874,3,934,508,957,534
11874,4,931,514,958,544
11875,0,988,604,1015,632
11875,1,1049,554,1078,582
11875,2,1000,586,1025,619
11875,3,934,508,957,534
11875,4,931,514,958,544
11876,0,988,604,1015,632
11876,1,1049,554,1078,582
11876,2,1000,586,1025,619
11876,3,934,508,957,534
11876,4,931,514,958,544
11877,0,987,604,1014,632
11877,1,1049,554,1078,582
11877,2,1000,586,1025,619
11877,3,934,508,957,534
11877,4,931,514,958,544
11878,0,987,604,1014,632
11878,1,1049,554,1078,582
11878,2,1000,586,1025,619
11878,3,935,508,957,534
11878,4,931,514,958,544
11879,0,987,604,1014,632
11879,1,1049,554,1078,582
11879,2,1000,586,1025,619
11879,3,935,508,957,534
11879,4,930,514,957,544
11880,0,987,604,1014,632
11880,1,1049,554,1078,582
11880,2,1000,586,1025,619
11880,3,935,508,957,534
11880,4,930,514,957,544
11881,0,987,604,1014,632
11881,1,1049,554,1078,582
11881,2,1000,586,1025,619
11881,3,935,508,957,534
11881,4,930,514,957,544
11882,0,987,604,1014,632
11882,1,1049,554,1078,582
11882,2,1000,586,1025,619
11882,3,935,508,957,534
11882,4,930,514,957,544
11883,0,987,604,1014,632
11883,1,1049,554,1078,582
11883,2,1000,586,1025,619
11883,3,935,507,957,533
11883,4,930,514,957,544
11884,0,987,604,1014,632
11884,1,1049,554,1078,582
11884,2,1000,586,1025,619
11884,3,935,507,957,533
11884,4,930,514,957,544
11885,0,987,604,1014,632
11885,1,1049,554,1078,582
11885,2,1000,586,1025,619
11885,3,935,507,957,533
11885,4,930,514,957,544
11886,0,987,604,1014,632
11886,1,1049,554,1078,582
11886,2,1000,586,1025,619
11886,3,935,507,957,533
11886,4,930,514,957,544
11887,0,987,604,1014,632
11887,1,1049,554,1078,582
11887,2,1000,586,1025,619
11887,3,935,507,957,533
11887,4,930,514,957,544
11888,0,987,604,1014,632
11888,1,1049,554,1078,582
11888,2,1000,586,1025,619
11888,3,935,507,957,533
11888,4,930,514,957,544
11889,0,987,604,1014,632
11889,1,1049,553,1078,581
11889,2,1000,586,1025,619
11889,3,935,507,957,533
11889,4,930,514,957,544
11890,0,987,604,1014,632
11890,1,1049,553,1078,581
11890,2,1000,586,1025,619
11890,3,935,507,957,533
11890,4,930,513,957,543
11891,0,987,604,1014,632
11891,1,1049,553,1078,581
11891,2,1000,586,1025,619
11891,3,935,507,957,533
11891,4,930,513,957,543
11892,0,987,604,1014,632
11892,1,1049,553,1078,581
11892,2,1000,586,1025,619
11892,3,935,507,957,533
11892,4,930,513,957,543
11893,0,987,604,1014,632
11893,1,1049,553,1078,581
11893,2,1000,586,1025,619
11893,3,935,507,957,533
11893,4,930,513,957,543
11894,0,987,604,1014,632
11894,1,1049,553,1078,581
11894,2,1000,586,1025,619
11894,3,934,507,956,533
11894,4,930,513,957,543
11895,0,987,604,1014,632
11895,1,1049,553,1078,581
11895,2,1000,586,1025,619
11895,3,934,507,956,533
11895,4,930,513,957,543
11896,0,987,604,1014,632
11896,1,1049,553,1078,581
11896,2,1000,586,1025,619
11896,3,934,507,956,533
11896,4,930,513,957,543
11897,0,987,604,1014,632
11897,1,1049,553,1078,581
11897,2,1000,586,1025,619
11897,3,934,507,956,533
11897,4,930,513,957,543
11898,0,987,604,1014,632
11898,1,1049,553,1078,581
11898,2,1000,585,1025,618
11898,3,934,507,956,533
11898,4,930,513,957,543
11899,0,987,604,1014,632
11899,1,1049,553,1078,581
11899,2,1000,585,1025,618
11899,3,934,507,956,533
11899,4,930,513,957,543
11900,0,987,604,1014,632
11900,1,1049,553,1078,581
11900,2,1000,585,1025,618
11900,3,934,507,956,533
11900,4,930,513,957,543
11901,0,987,604,1014,632
11901,1,1049,553,1078,581
11901,2,1000,585,1025,618
11901,3,934,507,956,533
11901,4,930,513,957,543
11902,0,987,604,1014,632
11902,1,1049,553,1078,581
11902,2,1000,585,1025,618
11902,3,934,507,956,533
11902,4,930,513,957,543
11903,0,987,604,1014,632
11903,1,1049,553,1078,581
11903,2,1000,585,1025,618
11903,3,934,507,956,533
11903,4,930,513,957,543
11904,0,987,604,1014,632
11904,1,1049,553,1078,581
11904,2,1000,585,1025,618
11904,3,934,506,956,532
11904,4,930,513,957,543
11905,0,987,604,1014,632
11905,1,1049,553,1078,581
11905,2,1000,585,1025,618
11905,3,934,506,956,532
11905,4,930,513,957,543
11906,0,987,604,1014,632
11906,1,1049,553,1078,581
11906,2,1000,585,1025,618
11906,3,934,506,956,532
11906,4,931,513,957,543
11907,0,987,604,1014,632
11907,1,1049,553,1078,581
11907,2,1000,585,1025,618
11907,3,934,506,956,532
11907,4,931,513,957,543
11908,0,987,604,1014,632
11908,1,1049,553,1078,581
11908,2,1000,585,1025,618
11908,3,934,506,956,532
11908,4,930,513,956,543
11909,0,987,604,1014,632
11909,1,1049,553,1078,581
11909,2,1000,586,1025,618
11909,3,934,506,956,532
11909,4,930,513,956,543
11910,0,987,604,1014,632
11910,1,1049,553,1078,581
11910,2,1000,586,1025,618
11910,3,934,506,956,532
11910,4,930,513,956,543
11911,0,987,604,1014,632
11911,1,1049,553,1078,581
11911,2,1000,586,1025,618
11911,3,934,506,956,532
11911,4,930,513,956,543
11912,0,987,604,1014,632
11912,1,1049,553,1078,581
11912,2,1000,586,1025,618
11912,3,934,506,956,532
11912,4,930,513,956,543
11913,0,987,604,1014,632
11913,1,1049,553,1078,581
11913,2,1000,586,1025,618
11913,3,934,506,956,532
11913,4,930,513,956,543
11914,0,987,604,1014,632
11914,1,1049,553,1078,581
11914,2,1000,586,1025,618
11914,3,934,506,956,532
11914,4,930,513,956,543
11915,0,987,604,1014,632
11915,1,1049,553,1078,581
11915,2,1000,586,1025,618
11915,3,934,506,956,532
11915,4,930,513,956,543
11916,0,987,604,1014,632
11916,1,1049,553,1078,581
11916,2,1000,586,1025,618
11916,3,934,506,956,532
11916,4,930,513,956,543
11917,0,987,604,1014,632
11917,1,1049,553,1078,581
11917,2,1000,586,1025,618
11917,3,934,506,956,532
11917,4,930,513,956,543
11918,0,987,604,1014,632
11918,1,1049,553,1078,581
11918,2,1000,586,1025,618
11918,3,933,506,955,532
11918,4,930,513,956,543
11919,0,987,604,1014,632
11919,1,1049,553,1078,581
11919,2,1000,586,1025,618
11919,3,933,506,955,532
11919,4,930,513,956,543
11920,0,987,604,1014,632
11920,1,1049,553,1078,581
11920,2,1000,586,1025,618
11920,3,933,506,955,532
11920,4,930,513,956,543
11921,0,987,604,1014,632
11921,1,1049,553,1078,581
11921,2,1000,586,1025,618
11921,3,933,506,955,532
11921,4,930,513,956,543
11922,0,987,604,1014,632
11922,1,1049,553,1078,581
11922,2,1000,586,1025,618
11922,3,933,506,955,532
11922,4,930,513,956,543
11923,0,987,604,1014,632
11923,1,1049,553,1078,581
11923,2,1000,586,1025,618
11923,3,933,506,955,532
11923,4,930,512,956,542
11924,0,987,604,1014,632
11924,1,1049,553,1078,581
11924,2,1000,586,1025,618
11924,3,933,506,955,532
11924,4,930,512,956,542
11925,0,987,604,1014,632
11925,1,1049,553,1078,581
11925,2,1000,586,1025,618
11925,3,933,505,955,531
11925,4,930,512,956,542
11926,0,987,604,1014,632
11926,1,1049,553,1078,581
11926,2,1000,586,1025,618
11926,3,933,505,955,531
11926,4,930,512,956,542
11927,0,987,604,1014,632
11927,1,1049,553,1078,581
11927,2,1000,586,1025,618
11927,3,933,505,955,531
11927,4,930,512,956,542
11928,0,987,604,1014,632
11928,1,1049,553,1078,581
11928,2,1000,586,1025,618
11928,3,933,505,955,531
11928,4,930,512,956,542
11929,0,987,604,1014,632
11929,1,1049,553,1078,581
11929,2,1000,586,1025,618
11929,3,933,505,955,531
11929,4,930,512,956,542
11930,0,987,604,1014,632
11930,1,1049,553,1078,581
11930,2,1000,586,1025,618
11930,3,933,505,955,531
11930,4,930,512,956,542
11931,0,987,604,1014,632
11931,1,1049,553,1078,581
11931,2,1000,586,1025,618
11931,3,933,505,955,531
11931,4,930,512,956,542
11932,0,987,604,1014,632
11932,1,1049,553,1078,581
11932,2,1000,586,1025,618
11932,3,933,505,955,531
11932,4,930,512,956,542
11933,0,987,604,1014,632
11933,1,1049,553,1078,581
11933,2,1000,586,1025,618
11933,3,933,505,955,531
11933,4,930,512,956,542
11934,0,987,604,1014,632
11934,1,1049,553,1078,581
11934,2,1000,586,1025,618
11934,3,933,505,955,531
11934,4,930,512,956,542
11935,0,987,604,1014,632
11935,1,1049,553,1078,581
11935,2,1000,586,1025,618
11935,3,933,505,955,531
11935,4,930,512,956,542
11936,0,987,604,1014,632
11936,1,1049,553,1078,581
11936,2,1000,586,1025,618
11936,3,933,505,955,531
11936,4,930,512,956,542
11937,0,987,604,1014,632
11937,1,1049,553,1078,581
11937,2,1000,586,1025,618
11937,3,933,505,955,531
11937,4,930,512,956,542
11938,0,987,604,1014,632
11938,1,1049,553,1078,581
11938,2,1000,586,1025,618
11938,3,933,505,955,531
11938,4,929,512,955,542
11939,0,987,604,1014,632
11939,1,1049,553,1078,581
11939,2,1000,586,1025,618
11939,3,933,505,955,531
11939,4,929,512,955,542
11940,0,987,604,1014,632
11940,1,1049,553,1078,581
11940,2,1000,586,1025,618
11940,3,933,505,955,531
11940,4,929,512,955,542
11941,0,987,604,1014,632
11941,1,1049,553,1078,581
11941,2,1000,586,1025,618
11941,3,933,505,955,531
11941,4,929,512,955,542
11942,0,987,604,1014,632
11942,1,1049,553,1078,581
11942,2,1000,586,1025,618
11942,3,932,505,954,531
11942,4,929,512,955,542
11943,0,987,604,1014,632
11943,1,1049,553,1078,581
11943,2,1000,586,1025,618
11943,3,932,505,954,531
11943,4,929,512,955,542
11944,0,987,604,1014,632
11944,1,1049,553,1078,581
11944,2,1000,586,1025,618
11944,3,932,505,954,531
11944,4,929,512,955,542
11945,0,987,604,1014,632
11945,1,1050,553,1079,581
11945,2,1000,586,1025,618
11945,3,932,505,954,531
11945,4,929,512,955,542
11946,0,987,604,1014,632
11946,1,1050,553,1079,581
11946,2,1000,586,1025,618
11946,3,932,505,954,531
11946,4,929,512,955,542
11947,0,987,604,1014,632
11947,1,1050,553,1079,581
11947,2,1000,586,1025,618
11947,3,932,504,954,530
11947,4,929,512,955,542
11948,0,987,604,1014,632
11948,1,1050,553,1079,581
11948,2,1000,586,1025,618
11948,3,932,504,954,530
11948,4,929,512,955,542
11949,0,987,604,1014,632
11949,1,1050,553,1079,581
11949,2,1000,586,1025,618
11949,3,932,504,954,530
11949,4,929,512,955,542
11950,0,987,604,1014,632
11950,1,1050,553,1079,581
11950,2,1000,586,1025,618
11950,3,932,504,954,530
11950,4,929,512,955,542
11951,0,987,604,1014,632
