,Propositions
3405,"blue = 10, green = 10, red = 40, yellow = 10"
3406,"blue = 10, green = 10, red = 40, yellow = 20"
3407,"blue = 10, green = 10, red = 40, yellow = 30"
3408,"blue = 10, green = 10, red = 40, yellow = 40"
3409,"blue = 10, green = 10, red = 40, yellow = 50"
3410,"blue = 10, green = 20, purple = 10, red = 40"
3411,"blue = 10, green = 20, purple = 20, red = 40"
3412,"blue = 10, green = 20, purple = 30, red = 40"
3413,"blue = 10, green = 20, purple = 40, red = 40"
3414,"blue = 10, green = 20, purple = 50, red = 40"
3415,"blue = 10, green = 20, red = 40, yellow = 10"
3416,"blue = 10, green = 20, red = 40, yellow = 20"
3417,"blue = 10, green = 20, red = 40, yellow = 30"
3418,"blue = 10, green = 20, red = 40, yellow = 40"
3419,"blue = 10, green = 20, red = 40, yellow = 50"
3420,"blue = 10, green = 30, purple = 10, red = 40"
3421,"blue = 10, green = 30, purple = 20, red = 40"
3422,"blue = 10, green = 30, purple = 30, red = 40"
3423,"blue = 10, green = 30, purple = 40, red = 40"
3424,"blue = 10, green = 30, purple = 50, red = 40"
3425,"blue = 10, green = 30, red = 40, yellow = 10"
3426,"blue = 10, green = 30, red = 40, yellow = 20"
3427,"blue = 10, green = 30, red = 40, yellow = 30"
3428,"blue = 10, green = 30, red = 40, yellow = 40"
3429,"blue = 10, green = 30, red = 40, yellow = 50"
3430,"blue = 10, green = 40, purple = 10, red = 40"
3431,"blue = 10, green = 40, purple = 20, red = 40"
3432,"blue = 10, green = 40, purple = 30, red = 40"
3433,"blue = 10, green = 40, purple = 40, red = 40"
3434,"blue = 10, green = 40, purple = 50, red = 40"
3435,"blue = 10, green = 40, red = 40, yellow = 10"
3436,"blue = 10, green = 40, red = 40, yellow = 20"
3437,"blue = 10, green = 40, red = 40, yellow = 30"
3438,"blue = 10, green = 40, red = 40, yellow = 40"
3439,"blue = 10, green = 40, red = 40, yellow = 50"
3440,"blue = 10, green = 50, purple = 10, red = 40"
3441,"blue = 10, green = 50, purple = 20, red = 40"
3442,"blue = 10, green = 50, purple = 30, red = 40"
3443,"blue = 10, green = 50, purple = 40, red = 40"
3444,"blue = 10, green = 50, purple = 50, red = 40"
3445,"blue = 10, green = 50, red = 40, yellow = 10"
3446,"blue = 10, green = 50, red = 40, yellow = 20"
3447,"blue = 10, green = 50, red = 40, yellow = 30"
3448,"blue = 10, green = 50, red = 40, yellow = 40"
3449,"blue = 10, green = 50, red = 40, yellow = 50"
3450,"blue = 10, purple = 10, red = 40, yellow = 10"
3451,"blue = 10, purple = 10, red = 40, yellow = 20"
3452,"blue = 10, purple = 10, red = 40, yellow = 30"
3453,"blue = 10, purple = 10, red = 40, yellow = 40"
3454,"blue = 10, purple = 10, red = 40, yellow = 50"
3455,"blue = 10, purple = 20, red = 40, yellow = 10"
3456,"blue = 10, purple = 20, red = 40, yellow = 20"
3457,"blue = 10, purple = 20, red = 40, yellow = 30"
3458,"blue = 10, purple = 20, red = 40, yellow = 40"
3459,"blue = 10, purple = 20, red = 40, yellow = 50"
3460,"blue = 10, purple = 30, red = 40, yellow = 10"
3461,"blue = 10, purple = 30, red = 40, yellow = 20"
3462,"blue = 10, purple = 30, red = 40, yellow = 30"
3463,"blue = 10, purple = 30, red = 40, yellow = 40"
3464,"blue = 10, purple = 30, red = 40, yellow = 50"
3465,"blue = 10, purple = 40, red = 40, yellow = 10"
3466,"blue = 10, purple = 40, red = 40, yellow = 20"
3467,"blue = 10, purple = 40, red = 40, yellow = 30"
3468,"blue = 10, purple = 40, red = 40, yellow = 40"
3469,"blue = 10, purple = 40, red = 40, yellow = 50"
3470,"blue = 10, purple = 50, red = 40, yellow = 10"
3471,"blue = 10, purple = 50, red = 40, yellow = 20"
3472,"blue = 10, purple = 50, red = 40, yellow = 30"
3473,"blue = 10, purple = 50, red = 40, yellow = 40"
3474,"blue = 10, purple = 50, red = 40, yellow = 50"
3475,"blue = 20, green = 10, purple = 10, red = 40"
3476,"blue = 20, green = 10, purple = 20, red = 40"
3477,"blue = 20, green = 10, purple = 30, red = 40"
3478,"blue = 20, green = 10, purple = 40, red = 40"
3479,"blue = 20, green = 10, purple = 50, red = 40"
3480,"blue = 20, green = 10, red = 40, yellow = 10"
3481,"blue = 20, green = 10, red = 40, yellow = 20"
3482,"blue = 20, green = 10, red = 40, yellow = 30"
3483,"blue = 20, green = 10, red = 40, yellow = 40"
3484,"blue = 20, green = 10, red = 40, yellow = 50"
3485,"blue = 20, green = 20, purple = 10, red = 40"
3486,"blue = 20, green = 20, purple = 20, red = 40"
3487,"blue = 20, green = 20, purple = 30, red = 40"
3488,"blue = 20, green = 20, purple = 40, red = 40"
3489,"blue = 20, green = 20, purple = 50, red = 40"
3490,"blue = 20, green = 20, red = 40, yellow = 10"
3491,"blue = 20, green = 20, red = 40, yellow = 20"
3492,"blue = 20, green = 20, red = 40, yellow = 30"
3493,"blue = 20, green = 20, red = 40, yellow = 40"
3494,"blue = 20, green = 20, red = 40, yellow = 50"
3495,"blue = 20, green = 30, purple = 10, red = 40"
3496,"blue = 20, green = 30, purple = 20, red = 40"
3497,"blue = 20, green = 30, purple = 30, red = 40"
3498,"blue = 20, green = 30, purple = 40, red = 40"
3499,"blue = 20, green = 30, purple = 50, red = 40"
3500,"blue = 20, green = 30, red = 40, yellow = 10"
3501,"blue = 20, green = 30, red = 40, yellow = 20"
3502,"blue = 20, green = 30, red = 40, yellow = 30"
3503,"blue = 20, green = 30, red = 40, yellow = 40"
3504,"blue = 20, green = 30, red = 40, yellow = 50"
3505,"blue = 20, green = 40, purple = 10, red = 40"
3506,"blue = 20, green = 40, purple = 20, red = 40"
3507,"blue = 20, green = 40, purple = 30, red = 40"
3508,"blue = 20, green = 40, purple = 40, red = 40"
3509,"blue = 20, green = 40, purple = 50, red = 40"
3510,"blue = 20, green = 40, red = 40, yellow = 10"
3511,"blue = 20, green = 40, red = 40, yellow = 20"
3512,"blue = 20, green = 40, red = 40, yellow = 30"
3513,"blue = 20, green = 40, red = 40, yellow = 40"
3514,"blue = 20, green = 40, red = 40, yellow = 50"
3515,"blue = 20, green = 50, purple = 10, red = 40"
3516,"blue = 20, green = 50, purple = 20, red = 40"
3517,"blue = 20, green = 50, purple = 30, red = 40"
3518,"blue = 20, green = 50, purple = 40, red = 40"
3519,"blue = 20, green = 50, purple = 50, red = 40"
3520,"blue = 20, green = 50, red = 40, yellow = 10"
3521,"blue = 20, green = 50, red = 40, yellow = 20"
3522,"blue = 20, green = 50, red = 40, yellow = 30"
3523,"blue = 20, green = 50, red = 40, yellow = 40"
3524,"blue = 20, green = 50, red = 40, yellow = 50"
3525,"blue = 20, purple = 10, red = 40, yellow = 10"
3526,"blue = 20, purple = 10, red = 40, yellow = 20"
3527,"blue = 20, purple = 10, red = 40, yellow = 30"
3528,"blue = 20, purple = 10, red = 40, yellow = 40"
3529,"blue = 20, purple = 10, red = 40, yellow = 50"
3530,"blue = 20, purple = 20, red = 40, yellow = 10"
3531,"blue = 20, purple = 20, red = 40, yellow = 20"
3532,"blue = 20, purple = 20, red = 40, yellow = 30"
3533,"blue = 20, purple = 20, red = 40, yellow = 40"
3534,"blue = 20, purple = 20, red = 40, yellow = 50"
3535,"blue = 20, purple = 30, red = 40, yellow = 10"
3536,"blue = 20, purple = 30, red = 40, yellow = 20"
3537,"blue = 20, purple = 30, red = 40, yellow = 30"
3538,"blue = 20, purple = 30, red = 40, yellow = 40"
3539,"blue = 20, purple = 30, red = 40, yellow = 50"
3540,"blue = 20, purple = 40, red = 40, yellow = 10"
3541,"blue = 20, purple = 40, red = 40, yellow = 20"
3542,"blue = 20, purple = 40, red = 40, yellow = 30"
3543,"blue = 20, purple = 40, red = 40, yellow = 40"
3544,"blue = 20, purple = 40, red = 40, yellow = 50"
3545,"blue = 20, purple = 50, red = 40, yellow = 10"
3546,"blue = 20, purple = 50, red = 40, yellow = 20"
3547,"blue = 20, purple = 50, red = 40, yellow = 30"
3548,"blue = 20, purple = 50, red = 40, yellow = 40"
3549,"blue = 20, purple = 50, red = 40, yellow = 50"
3550,"blue = 30, green = 10, purple = 10, red = 40"
3551,"blue = 30, green = 10, purple = 20, red = 40"
3552,"blue = 30, green = 10, purple = 30, red = 40"
3553,"blue = 30, green = 10, purple = 40, red = 40"
3554,"blue = 30, green = 10, purple = 50, red = 40"
3555,"blue = 30, green = 10, red = 40, yellow = 10"
3556,"blue = 30, green = 10, red = 40, yellow = 20"
3557,"blue = 30, green = 10, red = 40, yellow = 30"
3558,"blue = 30, green = 10, red = 40, yellow = 40"
3559,"blue = 30, green = 10, red = 40, yellow = 50"
3560,"blue = 30, green = 20, purple = 10, red = 40"
3561,"blue = 30, green = 20, purple = 20, red = 40"
3562,"blue = 30, green = 20, purple = 30, red = 40"
3563,"blue = 30, green = 20, purple = 40, red = 40"
3564,"blue = 30, green = 20, purple = 50, red = 40"
3565,"blue = 30, green = 20, red = 40, yellow = 10"
3566,"blue = 30, green = 20, red = 40, yellow = 20"
3567,"blue = 30, green = 20, red = 40, yellow = 30"
3568,"blue = 30, green = 20, red = 40, yellow = 40"
3569,"blue = 30, green = 20, red = 40, yellow = 50"
3570,"blue = 30, green = 30, purple = 10, red = 40"
3571,"blue = 30, green = 30, purple = 20, red = 40"
3572,"blue = 30, green = 30, purple = 30, red = 40"
3573,"blue = 30, green = 30, purple = 40, red = 40"
3574,"blue = 30, green = 30, purple = 50, red = 40"
3575,"blue = 30, green = 30, red = 40, yellow = 10"
3576,"blue = 30, green = 30, red = 40, yellow = 20"
3577,"blue = 30, green = 30, red = 40, yellow = 30"
3578,"blue = 30, green = 30, red = 40, yellow = 40"
3579,"blue = 30, green = 30, red = 40, yellow = 50"
3580,"blue = 30, green = 40, purple = 10, red = 40"
3581,"blue = 30, green = 40, purple = 20, red = 40"
3582,"blue = 30, green = 40, purple = 30, red = 40"
3583,"blue = 30, green = 40, purple = 40, red = 40"
3584,"blue = 30, green = 40, purple = 50, red = 40"
3585,"blue = 30, green = 40, red = 40, yellow = 10"
3586,"blue = 30, green = 40, red = 40, yellow = 20"
3587,"blue = 30, green = 40, red = 40, yellow = 30"
3588,"blue = 30, green = 40, red = 40, yellow = 40"
3589,"blue = 30, green = 40, red = 40, yellow = 50"
3590,"blue = 30, green = 50, purple = 10, red = 40"
3591,"blue = 30, green = 50, purple = 20, red = 40"
3592,"blue = 30, green = 50, purple = 30, red = 40"
3593,"blue = 30, green = 50, purple = 40, red = 40"
3594,"blue = 30, green = 50, purple = 50, red = 40"
3595,"blue = 30, green = 50, red = 40, yellow = 10"
3596,"blue = 30, green = 50, red = 40, yellow = 20"
3597,"blue = 30, green = 50, red = 40, yellow = 30"
3598,"blue = 30, green = 50, red = 40, yellow = 40"
3599,"blue = 30, green = 50, red = 40, yellow = 50"
3600,"blue = 30, purple = 10, red = 40, yellow = 10"
3601,"blue = 30, purple = 10, red = 40, yellow = 20"
3602,"blue = 30, purple = 10, red = 40, yellow = 30"
3603,"blue = 30, purple = 10, red = 40, yellow = 40"
3604,"blue = 30, purple = 10, red = 40, yellow = 50"
3605,"blue = 30, purple = 20, red = 40, yellow = 10"
3606,"blue = 30, purple = 20, red = 40, yellow = 20"
3607,"blue = 30, purple = 20, red = 40, yellow = 30"
3608,"blue = 30, purple = 20, red = 40, yellow = 40"
3609,"blue = 30, purple = 20, red = 40, yellow = 50"
3610,"blue = 30, purple = 30, red = 40, yellow = 10"
3611,"blue = 30, purple = 30, red = 40, yellow = 20"
3612,"blue = 30, purple = 30, red = 40, yellow = 30"
3613,"blue = 30, purple = 30, red = 40, yellow = 40"
3614,"blue = 30, purple = 30, red = 40, yellow = 50"
3615,"blue = 30, purple = 40, red = 40, yellow = 10"
3616,"blue = 30, purple = 40, red = 40, yellow = 20"
3617,"blue = 30, purple = 40, red = 40, yellow = 30"
3618,"blue = 30, purple = 40, red = 40, yellow = 40"
3619,"blue = 30, purple = 40, red = 40, yellow = 50"
3620,"blue = 30, purple = 50, red = 40, yellow = 10"
3621,"blue = 30, purple = 50, red = 40, yellow = 20"
3622,"blue = 30, purple = 50, red = 40, yellow = 30"
3623,"blue = 30, purple = 50, red = 40, yellow = 40"
3624,"blue = 30, purple = 50, red = 40, yellow = 50"
3625,"blue = 40, green = 10, purple = 10, red = 40"
3626,"blue = 40, green = 10, purple = 20, red = 40"
3627,"blue = 40, green = 10, purple = 30, red = 40"
3628,"blue = 40, green = 10, purple = 40, red = 40"
3629,"blue = 40, green = 10, purple = 50, red = 40"
3630,"blue = 40, green = 10, red = 40, yellow = 10"
3631,"blue = 40, green = 10, red = 40, yellow = 20"
3632,"blue = 40, green = 10, red = 40, yellow = 30"
3633,"blue = 40, green = 10, red = 40, yellow = 40"
3634,"blue = 40, green = 10, red = 40, yellow = 50"
3635,"blue = 40, green = 20, purple = 10, red = 40"
3636,"blue = 40, green = 20, purple = 20, red = 40"
3637,"blue = 40, green = 20, purple = 30, red = 40"
3638,"blue = 40, green = 20, purple = 40, red = 40"
3639,"blue = 40, green = 20, purple = 50, red = 40"
3640,"blue = 40, green = 20, red = 40, yellow = 10"
3641,"blue = 40, green = 20, red = 40, yellow = 20"
3642,"blue = 40, green = 20, red = 40, yellow = 30"
3643,"blue = 40, green = 20, red = 40, yellow = 40"
3644,"blue = 40, green = 20, red = 40, yellow = 50"
3645,"blue = 40, green = 30, purple = 10, red = 40"
3646,"blue = 40, green = 30, purple = 20, red = 40"
3647,"blue = 40, green = 30, purple = 30, red = 40"
3648,"blue = 40, green = 30, purple = 40, red = 40"
3649,"blue = 40, green = 30, purple = 50, red = 40"
3650,"blue = 40, green = 30, red = 40, yellow = 10"
3651,"blue = 40, green = 30, red = 40, yellow = 20"
3652,"blue = 40, green = 30, red = 40, yellow = 30"
3653,"blue = 40, green = 30, red = 40, yellow = 40"
3654,"blue = 40, green = 30, red = 40, yellow = 50"
3655,"blue = 40, green = 40, purple = 10, red = 40"
3656,"blue = 40, green = 40, purple = 20, red = 40"
3657,"blue = 40, green = 40, purple = 30, red = 40"
3658,"blue = 40, green = 40, purple = 40, red = 40"
3659,"blue = 40, green = 40, purple = 50, red = 40"
3660,"blue = 40, green = 40, red = 40, yellow = 10"
3661,"blue = 40, green = 40, red = 40, yellow = 20"
3662,"blue = 40, green = 40, red = 40, yellow = 30"
3663,"blue = 40, green = 40, red = 40, yellow = 40"
3664,"blue = 40, green = 40, red = 40, yellow = 50"
3665,"blue = 40, green = 50, purple = 10, red = 40"
3666,"blue = 40, green = 50, purple = 20, red = 40"
3667,"blue = 40, green = 50, purple = 30, red = 40"
3668,"blue = 40, green = 50, purple = 40, red = 40"
3669,"blue = 40, green = 50, purple = 50, red = 40"
3670,"blue = 40, green = 50, red = 40, yellow = 10"
3671,"blue = 40, green = 50, red = 40, yellow = 20"
3672,"blue = 40, green = 50, red = 40, yellow = 30"
3673,"blue = 40, green = 50, red = 40, yellow = 40"
3674,"blue = 40, green = 50, red = 40, yellow = 50"
3675,"blue = 40, purple = 10, red = 40, yellow = 10"
3676,"blue = 40, purple = 10, red = 40, yellow = 20"
3677,"blue = 40, purple = 10, red = 40, yellow = 30"
3678,"blue = 40, purple = 10, red = 40, yellow = 40"
3679,"blue = 40, purple = 10, red = 40, yellow = 50"
3680,"blue = 40, purple = 20, red = 40, yellow = 10"
3681,"blue = 40, purple = 20, red = 40, yellow = 20"
3682,"blue = 40, purple = 20, red = 40, yellow = 30"
3683,"blue = 40, purple = 20, red = 40, yellow = 40"
3684,"blue = 40, purple = 20, red = 40, yellow = 50"
3685,"blue = 40, purple = 30, red = 40, yellow = 10"
3686,"blue = 40, purple = 30, red = 40, yellow = 20"
3687,"blue = 40, purple = 30, red = 40, yellow = 30"
3688,"blue = 40, purple = 30, red = 40, yellow = 40"
3689,"blue = 40, purple = 30, red = 40, yellow = 50"
3690,"blue = 40, purple = 40, red = 40, yellow = 10"
3691,"blue = 40, purple = 40, red = 40, yellow = 20"
3692,"blue = 40, purple = 40, red = 40, yellow = 30"
3693,"blue = 40, purple = 40, red = 40, yellow = 40"
3694,"blue = 40, purple = 40, red = 40, yellow = 50"
3695,"blue = 40, purple = 50, red = 40, yellow = 10"
3696,"blue = 40, purple = 50, red = 40, yellow = 20"
3697,"blue = 40, purple = 50, red = 40, yellow = 30"
3698,"blue = 40, purple = 50, red = 40, yellow = 40"
3699,"blue = 40, purple = 50, red = 40, yellow = 50"
3700,"blue = 50, green = 10, purple = 10, red = 40"
3701,"blue = 50, green = 10, purple = 20, red = 40"
3702,"blue = 50, green = 10, purple = 30, red = 40"
3703,"blue = 50, green = 10, purple = 40, red = 40"
3704,"blue = 50, green = 10, purple = 50, red = 40"
3705,"blue = 50, green = 10, red = 40, yellow = 10"
3706,"blue = 50, green = 10, red = 40, yellow = 20"
3707,"blue = 50, green = 10, red = 40, yellow = 30"
3708,"blue = 50, green = 10, red = 40, yellow = 40"
3709,"blue = 50, green = 10, red = 40, yellow = 50"
3710,"blue = 50, green = 20, purple = 10, red = 40"
3711,"blue = 50, green = 20, purple = 20, red = 40"
3712,"blue = 50, green = 20, purple = 30, red = 40"
3713,"blue = 50, green = 20, purple = 40, red = 40"
3714,"blue = 50, green = 20, purple = 50, red = 40"
3715,"blue = 50, green = 20, red = 40, yellow = 10"
3716,"blue = 50, green = 20, red = 40, yellow = 20"
3717,"blue = 50, green = 20, red = 40, yellow = 30"
3718,"blue = 50, green = 20, red = 40, yellow = 40"
3719,"blue = 50, green = 20, red = 40, yellow = 50"
3720,"blue = 50, green = 30, purple = 10, red = 40"
3721,"blue = 50, green = 30, purple = 20, red = 40"
3722,"blue = 50, green = 30, purple = 30, red = 40"
3723,"blue = 50, green = 30, purple = 40, red = 40"
3724,"blue = 50, green = 30, purple = 50, red = 40"
3725,"blue = 50, green = 30, red = 40, yellow = 10"
3726,"blue = 50, green = 30, red = 40, yellow = 20"
3727,"blue = 50, green = 30, red = 40, yellow = 30"
3728,"blue = 50, green = 30, red = 40, yellow = 40"
3729,"blue = 50, green = 30, red = 40, yellow = 50"
3730,"blue = 50, green = 40, purple = 10, red = 40"
3731,"blue = 50, green = 40, purple = 20, red = 40"
3732,"blue = 50, green = 40, purple = 30, red = 40"
3733,"blue = 50, green = 40, purple = 40, red = 40"
3734,"blue = 50, green = 40, purple = 50, red = 40"
3735,"blue = 50, green = 40, red = 40, yellow = 10"
3736,"blue = 50, green = 40, red = 40, yellow = 20"
3737,"blue = 50, green = 40, red = 40, yellow = 30"
3738,"blue = 50, green = 40, red = 40, yellow = 40"
3739,"blue = 50, green = 40, red = 40, yellow = 50"
3740,"blue = 50, green = 50, purple = 10, red = 40"
3741,"blue = 50, green = 50, purple = 20, red = 40"
3742,"blue = 50, green = 50, purple = 30, red = 40"
3743,"blue = 50, green = 50, purple = 40, red = 40"
3744,"blue = 50, green = 50, purple = 50, red = 40"
3745,"blue = 50, green = 50, red = 40, yellow = 10"
3746,"blue = 50, green = 50, red = 40, yellow = 20"
3747,"blue = 50, green = 50, red = 40, yellow = 30"
3748,"blue = 50, green = 50, red = 40, yellow = 40"
3749,"blue = 50, green = 50, red = 40, yellow = 50"
3750,"blue = 50, purple = 10, red = 40, yellow = 10"
3751,"blue = 50, purple = 10, red = 40, yellow = 20"
3752,"blue = 50, purple = 10, red = 40, yellow = 30"
3753,"blue = 50, purple = 10, red = 40, yellow = 40"
3754,"blue = 50, purple = 10, red = 40, yellow = 50"
3755,"blue = 50, purple = 20, red = 40, yellow = 10"
3756,"blue = 50, purple = 20, red = 40, yellow = 20"
3757,"blue = 50, purple = 20, red = 40, yellow = 30"
3758,"blue = 50, purple = 20, red = 40, yellow = 40"
3759,"blue = 50, purple = 20, red = 40, yellow = 50"
3760,"blue = 50, purple = 30, red = 40, yellow = 10"
3761,"blue = 50, purple = 30, red = 40, yellow = 20"
3762,"blue = 50, purple = 30, red = 40, yellow = 30"
